voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,capacity
3.350150,0.090735,7.882779,-2.660008,4.342954,3129.000000,0.000216,2.533939,4.996687,0.001816,1.318000,-0.149459,0.000001,0.000001,0.000000,3.085263,4.342900
3.350362,0.090668,7.906015,-2.663172,4.356834,3139.000000,0.000215,2.531825,4.996687,0.001815,1.318396,-0.148639,0.000001,0.000001,0.000000,3.084445,4.356800
3.350574,0.090602,7.929189,-2.666320,4.370712,3149.000000,0.000214,2.533058,4.996686,0.001814,1.318266,-0.147983,0.000001,0.000001,0.000002,3.084205,4.370700
3.350784,0.090535,7.952336,-2.669460,4.384593,3159.000000,0.000214,2.531761,4.996687,0.001812,1.325563,-0.148601,0.000001,0.000001,0.000001,3.082969,4.384600
3.350994,0.090469,7.975378,-2.672575,4.398470,3169.000000,0.000213,2.533820,4.996684,0.001810,1.324153,-0.145543,0.000001,0.000001,0.000000,3.082399,4.398500
3.351203,0.090403,7.998400,-2.675684,4.412346,3179.000000,0.000212,2.532662,4.996680,0.001811,1.314374,-0.145609,0.000001,0.000001,0.000000,3.082769,4.412300
3.351411,0.090338,8.021344,-2.678773,4.426227,3189.000000,0.000212,2.531896,4.996681,0.001810,1.317292,-0.147035,0.000001,0.000001,0.000001,3.082103,4.426200
3.351618,0.090272,8.044219,-2.681845,4.440106,3199.000000,0.000211,2.531831,4.996681,0.001809,1.317066,-0.146173,0.000001,0.000001,0.000000,3.081550,4.440100
3.351825,0.090207,8.067045,-2.684905,4.453984,3209.000000,0.000211,2.530903,4.996679,0.001808,1.316810,-0.145338,0.000001,0.000001,0.000000,3.080964,4.454000
3.352030,0.090143,8.089842,-2.687957,4.467864,3219.000000,0.000210,2.528524,4.996679,0.001808,1.308067,-0.145530,0.000001,0.000001,0.000001,3.081733,4.467900
3.352235,0.090078,8.112575,-2.690992,4.481744,3229.000000,0.000209,2.526731,4.996680,0.001809,1.300891,-0.145829,0.000001,0.000001,0.000001,3.081880,4.481700
3.352440,0.090014,8.135244,-2.694012,4.495625,3239.000000,0.000209,2.528523,4.996681,0.001807,1.303036,-0.145747,0.000001,0.000001,0.000000,3.081044,4.495600
3.352643,0.089950,8.157919,-2.697032,4.509504,3249.000000,0.000208,2.527168,4.996680,0.001808,1.297360,-0.143685,0.000001,0.000001,-0.000001,3.081128,4.509500
3.352846,0.089886,8.180529,-2.700036,4.523382,3259.000000,0.000208,2.525986,4.996678,0.001808,1.295004,-0.148257,0.000001,0.000001,0.000000,3.081378,4.523400
3.353048,0.089823,8.203054,-2.703019,4.537260,3269.000000,0.000207,2.523953,4.996677,0.001808,1.292804,-0.149774,0.000001,0.000001,0.000000,3.081150,4.537300
3.353249,0.089759,8.225549,-2.705995,4.551140,3279.000000,0.000206,2.526348,4.996677,0.001809,1.287784,-0.147280,0.000001,0.000001,0.000000,3.081540,4.551100
3.353449,0.089696,8.248021,-2.708964,4.565018,3289.000000,0.000206,2.522974,4.996674,0.001807,1.291534,-0.144975,0.000001,0.000001,-0.000001,3.080583,4.565000
3.353649,0.089633,8.270385,-2.711908,4.578896,3299.000000,0.000205,2.522602,4.996673,0.001806,1.292983,-0.144082,0.000001,0.000001,0.000000,3.079592,4.578900
3.353848,0.089571,8.292712,-2.714842,4.592773,3309.000000,0.000205,2.523137,4.996671,0.001808,1.277894,-0.137676,0.000001,0.000001,0.000001,3.081195,4.592800
3.354046,0.089509,8.314939,-2.717753,4.606655,3319.000000,0.000204,2.523455,4.996673,0.001807,1.275864,-0.139347,0.000001,0.000001,0.000001,3.081018,4.606700
3.354244,0.089447,8.337107,-2.720649,4.620537,3329.000000,0.000204,2.522479,4.996675,0.001807,1.275334,-0.140071,0.000001,0.000001,-0.000001,3.080733,4.620500
3.354441,0.089385,8.359286,-2.723547,4.634418,3339.000000,0.000203,2.522428,4.996677,0.001805,1.277860,-0.142125,0.000001,0.000001,0.000000,3.079726,4.634400
3.354638,0.089324,8.381371,-2.726423,4.648297,3349.000000,0.000202,2.521969,4.996676,0.001805,1.273120,-0.140339,0.000001,0.000001,0.000002,3.079804,4.648300
3.354833,0.089263,8.403417,-2.729289,4.662177,3359.000000,0.000202,2.521651,4.996676,0.001804,1.274951,-0.140343,0.000001,0.000001,0.000000,3.079037,4.662200
3.355028,0.089202,8.425390,-2.732139,4.676056,3369.000000,0.000201,2.518476,4.996675,0.001803,1.269728,-0.139340,0.000001,0.000001,0.000000,3.078872,4.676100
3.355223,0.089141,8.447282,-2.734969,4.689932,3379.000000,0.000201,2.521034,4.996672,0.001804,1.271932,-0.142429,0.000001,0.000001,0.000001,3.078970,4.689900
3.355417,0.089081,8.469059,-2.737773,4.703814,3389.000000,0.000200,2.523535,4.996674,0.001805,1.267259,-0.141097,0.000001,0.000001,0.000001,3.079502,4.703800
3.355610,0.089021,8.490768,-2.740561,4.717694,3399.000000,0.000200,2.522601,4.996675,0.001806,1.265969,-0.147165,0.000001,0.000001,0.000001,3.080320,4.717700
3.355803,0.088962,8.512438,-2.743340,4.731574,3409.000000,0.000199,2.520113,4.996675,0.001804,1.268412,-0.148087,0.000001,0.000001,0.000001,3.079669,4.731600
3.355995,0.088902,8.534049,-2.746105,4.745455,3419.000000,0.000199,2.519441,4.996677,0.001805,1.267367,-0.145654,0.000001,0.000001,0.000000,3.079693,4.745500
3.356186,0.088843,8.555613,-2.748859,4.759335,3429.000000,0.000198,2.520227,4.996677,0.001805,1.265638,-0.142798,0.000001,0.000001,0.000000,3.079776,4.759300
3.356377,0.088784,8.577109,-2.751597,4.773212,3439.000000,0.000198,2.521230,4.996675,0.001805,1.256064,-0.142250,0.000001,0.000001,0.000001,3.080171,4.773200
3.356567,0.088726,8.598559,-2.754325,4.787092,3449.000000,0.000197,2.518694,4.996675,0.001803,1.260166,-0.142344,0.000001,0.000001,0.000000,3.079220,4.787100
3.356757,0.088667,8.619976,-2.757044,4.800972,3459.000000,0.000197,2.517064,4.996675,0.001805,1.267343,-0.133968,0.000001,0.000001,0.000000,3.079795,4.801000
3.356945,0.088609,8.641297,-2.759742,4.814853,3469.000000,0.000196,2.519083,4.996677,0.001804,1.267253,-0.135592,0.000001,0.000001,0.000001,3.079397,4.814900
3.357134,0.088551,8.662599,-2.762435,4.828728,3479.000000,0.000195,2.517646,4.996672,0.001808,1.279666,-0.144333,0.000001,0.000001,0.000000,3.080128,4.828700
3.357321,0.088493,8.683826,-2.765112,4.842608,3489.000000,0.000195,2.516314,4.996672,0.001810,1.286601,-0.138399,0.000001,0.000001,0.000001,3.081248,4.842600
3.357508,0.088436,8.704962,-2.767768,4.856488,3499.000000,0.000195,2.518855,4.996673,0.001809,1.290041,-0.137788,0.000001,0.000001,0.000000,3.080516,4.856500
3.357695,0.088379,8.726023,-2.770406,4.870368,3509.000000,0.000194,2.517779,4.996672,0.001811,1.274523,-0.139193,0.000001,0.000001,0.000000,3.082059,4.870400
3.357881,0.088322,8.747051,-2.773038,4.884247,3519.000000,0.000194,2.516650,4.996672,0.001811,1.270771,-0.140206,0.000001,0.000001,0.000000,3.082260,4.884200
3.358066,0.088265,8.768002,-2.775652,4.898127,3529.000000,0.000193,2.516797,4.996672,0.001809,1.271719,-0.140850,0.000001,0.000001,0.000001,3.081754,4.898100
3.358251,0.088209,8.788913,-2.778257,4.912007,3539.000000,0.000192,2.517539,4.996673,0.001808,1.274238,-0.142002,0.000001,0.000001,0.000000,3.081013,4.912000
3.358436,0.088153,8.809725,-2.780840,4.925886,3549.000000,0.000192,2.518034,4.996673,0.001810,1.264776,-0.145605,0.000001,0.000001,0.000001,3.082507,4.925900
3.358619,0.088097,8.830490,-2.783413,4.939766,3559.000000,0.000192,2.516767,4.996673,0.001810,1.258859,-0.146157,0.000001,0.000001,0.000001,3.082911,4.939800
3.358803,0.088041,8.851192,-2.785972,4.953648,3569.000000,0.000191,2.515173,4.996675,0.001809,1.257639,-0.147283,0.000001,0.000001,0.000001,3.082853,4.953600
3.358985,0.087986,8.871861,-2.788523,4.967529,3579.000000,0.000190,2.515453,4.996676,0.001808,1.261110,-0.148427,0.000001,0.000001,0.000000,3.082099,4.967500
3.359167,0.087931,8.892516,-2.791071,4.981409,3589.000000,0.000190,2.514745,4.996676,0.001808,1.252019,-0.146022,0.000001,0.000001,0.000000,3.082860,4.981400
3.359348,0.087876,8.913065,-2.793596,4.995288,3599.000000,0.000190,2.515802,4.996676,0.001809,1.243451,-0.148241,0.000001,0.000001,0.000001,3.083762,4.995300
3.359529,0.087821,8.933551,-2.796107,5.009171,3609.000000,0.000189,2.515611,4.996679,0.001809,1.239822,-0.149950,0.000001,0.000001,-0.000001,3.083625,5.009200
3.359710,0.087767,8.953967,-2.798603,5.023051,3619.000000,0.000189,2.514690,4.996680,0.001810,1.242160,-0.143339,0.000001,0.000001,0.000000,3.084227,5.023000
3.359890,0.087712,8.974306,-2.801081,5.036930,3629.000000,0.000188,2.516869,4.996679,0.001808,1.248378,-0.141845,0.000001,0.000001,0.000000,3.083026,5.036900
3.360069,0.087658,8.994588,-2.803548,5.050809,3639.000000,0.000188,2.515573,4.996678,0.001809,1.241146,-0.144679,0.000001,0.000001,-0.000001,3.083754,5.050800
3.360248,0.087605,9.014771,-2.805993,5.064688,3649.000000,0.000187,2.515340,4.996678,0.001810,1.232221,-0.145288,0.000001,0.000001,0.000002,3.084446,5.064700
3.360426,0.087552,9.034897,-2.808426,5.078569,3659.000000,0.000187,2.516129,4.996679,0.001813,1.249469,-0.139650,0.000001,0.000001,0.000001,3.085994,5.078600
3.360604,0.087498,9.054938,-2.810841,5.092447,3669.000000,0.000186,2.516888,4.996677,0.001811,1.253504,-0.139179,0.000001,0.000001,0.000000,3.085050,5.092400
3.360782,0.087446,9.074937,-2.813247,5.106327,3679.000000,0.000186,2.516375,4.996678,0.001810,1.253577,-0.138937,0.000001,0.000001,0.000000,3.084443,5.106300
3.360959,0.087393,9.094843,-2.815633,5.120205,3689.000000,0.000185,2.516618,4.996676,0.001812,1.259144,-0.143523,0.000001,0.000001,0.000001,3.084633,5.120200
3.361135,0.087341,9.114757,-2.818021,5.134084,3699.000000,0.000185,2.515729,4.996675,0.001811,1.257966,-0.141329,0.000001,0.000001,0.000000,3.084488,5.134100
3.361311,0.087288,9.134557,-2.820384,5.147963,3709.000000,0.000184,2.516780,4.996674,0.001810,1.260116,-0.142236,0.000001,0.000001,0.000000,3.084159,5.148000
3.361486,0.087236,9.154313,-2.822738,5.161842,3719.000000,0.000184,2.516444,4.996674,0.001810,1.256079,-0.139202,0.000001,0.000001,0.000001,3.084455,5.161800
3.361661,0.087185,9.173998,-2.825077,5.175721,3729.000000,0.000184,2.515342,4.996673,0.001808,1.260307,-0.138332,0.000001,0.000001,0.000001,3.083535,5.175700
3.361836,0.087133,9.193597,-2.827398,5.189598,3739.000000,0.000183,2.515512,4.996671,0.001809,1.256262,-0.139958,0.000001,0.000001,0.000001,3.084121,5.189600
3.362010,0.087082,9.213095,-2.829698,5.203477,3749.000000,0.000183,2.516464,4.996670,0.001809,1.255660,-0.140987,0.000001,0.000001,0.000000,3.083975,5.203500
3.362184,0.087031,9.232557,-2.831990,5.217355,3759.000000,0.000182,2.515857,4.996669,0.001808,1.252222,-0.141465,0.000001,0.000001,0.000001,3.083998,5.217400
3.362357,0.086981,9.251977,-2.834274,5.231237,3769.000000,0.000182,2.517059,4.996672,0.001809,1.243719,-0.142576,0.000001,0.000001,0.000001,3.084478,5.231200
3.362529,0.086930,9.271345,-2.836547,5.245117,3779.000000,0.000181,2.515951,4.996671,0.001808,1.247093,-0.138391,0.000001,0.000001,0.000002,3.083946,5.245100
3.362701,0.086880,9.290663,-2.838810,5.258997,3789.000000,0.000181,2.515047,4.996671,0.001808,1.246316,-0.136576,0.000001,0.000001,0.000000,3.083416,5.259000
3.362873,0.086830,9.309901,-2.841056,5.272875,3799.000000,0.000180,2.517749,4.996671,0.001807,1.242363,-0.137492,0.000001,0.000001,0.000001,3.083579,5.272900
3.363044,0.086780,9.329053,-2.843284,5.286756,3809.000000,0.000180,2.515386,4.996672,0.001806,1.243869,-0.138372,0.000001,0.000001,0.000002,3.083008,5.286800
3.363215,0.086730,9.348102,-2.845490,5.300639,3819.000000,0.000180,2.518333,4.996674,0.001805,1.246395,-0.140827,0.000001,0.000001,0.000001,3.082187,5.300600
3.363386,0.086681,9.367108,-2.847689,5.314519,3829.000000,0.000179,2.516009,4.996675,0.001804,1.250795,-0.141621,0.000001,0.000001,0.000001,3.081154,5.314500
3.363556,0.086632,9.386056,-2.849875,5.328398,3839.000000,0.000179,2.516937,4.996674,0.001802,1.252944,-0.140580,0.000001,0.000001,0.000000,3.080486,5.328400
3.363725,0.086583,9.404960,-2.852052,5.342279,3849.000000,0.000178,2.514582,4.996675,0.001802,1.248912,-0.141934,0.000001,0.000001,0.000000,3.080536,5.342300
3.363894,0.086534,9.423827,-2.854222,5.356160,3859.000000,0.000178,2.514222,4.996677,0.001803,1.254331,-0.138088,0.000001,0.000001,0.000002,3.080428,5.356200
3.364062,0.086486,9.442672,-2.856388,5.370036,3869.000000,0.000177,2.514551,4.996674,0.001803,1.250222,-0.137562,0.000001,0.000001,0.000001,3.080784,5.370000
3.364230,0.086437,9.461465,-2.858544,5.383917,3879.000000,0.000177,2.514595,4.996675,0.001803,1.253759,-0.134606,0.000001,0.000001,0.000000,3.080488,5.383900
3.364398,0.086389,9.480126,-2.860672,5.397795,3889.000000,0.000177,2.514843,4.996673,0.001803,1.253510,-0.135121,0.000001,0.000001,0.000000,3.079997,5.397800
3.364565,0.086341,9.498751,-2.862794,5.411675,3899.000000,0.000176,2.516753,4.996674,0.001805,1.245792,-0.132443,0.000001,0.000001,0.000002,3.081381,5.411700
3.364731,0.086294,9.517294,-2.864898,5.425556,3909.000000,0.000176,2.515636,4.996675,0.001806,1.233909,-0.131109,0.000001,0.000001,0.000002,3.082523,5.425600
3.364898,0.086246,9.535742,-2.866984,5.439435,3919.000000,0.000175,2.515282,4.996674,0.001809,1.264408,-0.134999,0.000001,0.000001,0.000001,3.083071,5.439400
3.365064,0.086199,9.554124,-2.869056,5.453316,3929.000000,0.000175,2.516178,4.996675,0.001811,1.263950,-0.136080,0.000001,0.000001,-0.000002,3.084158,5.453300
3.365229,0.086152,9.572468,-2.871121,5.467195,3939.000000,0.000175,2.517415,4.996675,0.001811,1.257088,-0.137957,0.000001,0.000001,0.000000,3.084375,5.467200
3.365394,0.086105,9.590709,-2.873165,5.481077,3949.000000,0.000174,2.515598,4.996677,0.001813,1.245458,-0.137807,0.000001,0.000001,0.000001,3.085594,5.481100
3.365559,0.086059,9.608949,-2.875209,5.494956,3959.000000,0.000174,2.514546,4.996676,0.001812,1.247139,-0.136800,0.000001,0.000001,0.000000,3.085008,5.495000
3.365723,0.086012,9.627123,-2.877241,5.508835,3969.000000,0.000174,2.514481,4.996676,0.001813,1.235138,-0.136934,0.000001,0.000001,0.000001,3.085867,5.508800
3.365887,0.085966,9.645236,-2.879260,5.522716,3979.000000,0.000173,2.514273,4.996676,0.001812,1.237450,-0.136382,0.000001,0.000001,0.000000,3.085600,5.522700
3.366050,0.085920,9.663261,-2.881262,5.536596,3989.000000,0.000173,2.514379,4.996677,0.001817,1.227497,-0.130204,0.000001,0.000001,0.000001,3.087877,5.536600
3.366213,0.085875,9.681211,-2.883249,5.550476,3999.000000,0.000172,2.515948,4.996678,0.001816,1.226355,-0.130670,0.000001,0.000001,0.000001,3.087490,5.550500
3.366376,0.085829,9.699087,-2.885221,5.564356,4009.000000,0.000172,2.513795,4.996678,0.001815,1.223923,-0.129318,0.000001,0.000001,-0.000001,3.087294,5.564400
3.366538,0.085784,9.716918,-2.887185,5.578234,4019.000000,0.000172,2.515355,4.996676,0.001815,1.220010,-0.129852,0.000001,0.000001,0.000000,3.087364,5.578200
3.366700,0.085739,9.734644,-2.889128,5.592113,4029.000000,0.000171,2.516280,4.996676,0.001814,1.219911,-0.129318,0.000001,0.000001,0.000001,3.087174,5.592100
3.366862,0.085694,9.752377,-2.891073,5.605993,4039.000000,0.000171,2.514925,4.996676,0.001814,1.214307,-0.129917,0.000001,0.000001,0.000000,3.087263,5.606000
3.367023,0.085649,9.770013,-2.892999,5.619873,4049.000000,0.000170,2.514645,4.996677,0.001815,1.212652,-0.124109,0.000001,0.000001,0.000000,3.087736,5.619900
3.367183,0.085605,9.787633,-2.894923,5.633756,4059.000000,0.000170,2.512813,4.996679,0.001821,1.236969,-0.109331,0.000001,0.000001,0.000000,3.090461,5.633800
3.367343,0.085560,9.805141,-2.896824,5.647636,4069.000000,0.000170,2.515031,4.996680,0.001823,1.226390,-0.108557,0.000001,0.000001,0.000002,3.091582,5.647600
3.367503,0.085516,9.822566,-2.898709,5.661516,4079.000000,0.000169,2.514104,4.996680,0.001825,1.218900,-0.105814,0.000001,0.000001,0.000000,3.092561,5.661500
3.367663,0.085473,9.839946,-2.900586,5.675397,4089.000000,0.000169,2.514501,4.996681,0.001824,1.217068,-0.105308,0.000001,0.000001,0.000000,3.092396,5.675400
3.367822,0.085429,9.857221,-2.902442,5.689276,4099.000000,0.000169,2.516274,4.996680,0.001825,1.214977,-0.102287,0.000001,0.000001,-0.000001,3.092880,5.689300
3.367981,0.085386,9.874407,-2.904280,5.703154,4109.000000,0.000168,2.514243,4.996679,0.001827,1.203358,-0.102946,0.000001,0.000001,0.000000,3.093860,5.703100
3.368140,0.085343,9.891568,-2.906115,5.717033,4119.000000,0.000168,2.515257,4.996678,0.001827,1.199449,-0.104233,0.000001,0.000001,0.000002,3.093888,5.717000
3.368298,0.085300,9.908610,-2.907926,5.730913,4129.000000,0.000167,2.516596,4.996679,0.001828,1.188901,-0.103266,0.000001,0.000001,-0.000001,3.094785,5.730900
3.368456,0.085257,9.925621,-2.909731,5.744795,4139.000000,0.000167,2.514600,4.996681,0.001827,1.187561,-0.104590,0.000001,0.000001,0.000000,3.094530,5.744800
3.368613,0.085215,9.942550,-2.911521,5.758674,4149.000000,0.000167,2.515411,4.996680,0.001826,1.189270,-0.103313,0.000001,0.000001,0.000000,3.093858,5.758700
3.368771,0.085172,9.959387,-2.913293,5.772553,4159.000000,0.000166,2.515665,4.996679,0.001825,1.188562,-0.103885,0.000001,0.000001,-0.000001,3.093514,5.772500
3.368927,0.085130,9.976209,-2.915063,5.786433,4169.000000,0.000166,2.513659,4.996680,0.001824,1.191997,-0.103973,0.000001,0.000001,0.000000,3.092858,5.786400
3.369084,0.085088,9.992925,-2.916813,5.800313,4179.000000,0.000166,2.515927,4.996680,0.001826,1.185665,-0.108652,0.000001,0.000001,0.000002,3.093868,5.800300
3.369240,0.085047,10.009544,-2.918543,5.814192,4189.000000,0.000165,2.517164,4.996680,0.001826,1.182095,-0.108395,0.000001,0.000001,0.000001,3.093878,5.814200
3.369396,0.085005,10.026086,-2.920259,5.828073,4199.000000,0.000165,2.516133,4.996681,0.001827,1.198145,-0.099776,0.000001,0.000001,0.000001,3.094516,5.828100
3.369552,0.084964,10.042583,-2.921967,5.841952,4209.000000,0.000165,2.516910,4.996680,0.001825,1.200997,-0.099221,0.000001,0.000001,0.000000,3.093773,5.841900
3.369707,0.084923,10.059034,-2.923667,5.855832,4219.000000,0.000164,2.515732,4.996680,0.001826,1.201508,-0.098297,0.000001,0.000001,0.000000,3.093801,5.855800
3.369862,0.084882,10.075416,-2.925354,5.869714,4229.000000,0.000164,2.516607,4.996683,0.001828,1.206262,-0.093869,0.000001,0.000001,0.000000,3.094216,5.869700
3.370016,0.084842,10.091714,-2.927025,5.883594,4239.000000,0.000164,2.517033,4.996683,0.001827,1.202426,-0.093501,0.000001,0.000001,0.000001,3.094440,5.883600
3.370170,0.084801,10.107959,-2.928687,5.897476,4249.000000,0.000163,2.516837,4.996685,0.001826,1.203858,-0.095828,0.000001,0.000001,0.000001,3.094029,5.897500
3.370324,0.084761,10.124195,-2.930348,5.911355,4259.000000,0.000163,2.514929,4.996684,0.001826,1.201467,-0.095688,0.000001,0.000001,0.000000,3.093865,5.911300
3.370477,0.084721,10.140355,-2.931995,5.925236,4269.000000,0.000163,2.516600,4.996685,0.001825,1.202988,-0.096529,0.000001,0.000001,0.000000,3.093143,5.925200
3.370630,0.084681,10.156431,-2.933626,5.939118,4279.000000,0.000162,2.516581,4.996688,0.001825,1.209127,-0.093474,0.000001,0.000001,0.000000,3.092966,5.939100
3.370783,0.084641,10.172394,-2.935236,5.952997,4289.000000,0.000162,2.516344,4.996687,0.001825,1.205244,-0.093223,0.000001,0.000001,0.000001,3.093228,5.953000
3.370936,0.084602,10.188287,-2.936832,5.966874,4299.000000,0.000161,2.518114,4.996684,0.001825,1.207554,-0.094416,0.000001,0.000001,0.000000,3.092958,5.966900
3.371088,0.084563,10.204105,-2.938415,5.980753,4309.000000,0.000161,2.519881,4.996683,0.001825,1.203077,-0.092840,0.000001,0.000001,0.000000,3.093253,5.980700
3.371240,0.084523,10.219906,-2.939995,5.994632,4319.000000,0.000161,2.518031,4.996683,0.001824,1.205275,-0.092051,0.000001,0.000001,0.000000,3.092679,5.994600
3.371391,0.084485,10.235600,-2.941556,6.008513,4329.000000,0.000160,2.519061,4.996685,0.001824,1.201821,-0.092271,0.000001,0.000001,0.000001,3.092662,6.008500
3.371543,0.084446,10.251233,-2.943105,6.022394,4339.000000,0.000160,2.519292,4.996686,0.001824,1.201613,-0.091734,0.000001,0.000001,0.000000,3.092657,6.022400
3.371694,0.084407,10.266745,-2.944631,6.036274,4349.000000,0.000160,2.520602,4.996686,0.001823,1.201130,-0.091862,0.000001,0.000001,0.000000,3.092332,6.036300
3.371845,0.084369,10.282142,-2.946135,6.050153,4359.000000,0.000160,2.520579,4.996686,0.001821,1.204195,-0.091739,0.000001,0.000001,0.000001,3.091442,6.050100
3.371995,0.084331,10.297546,-2.947642,6.064033,4369.000000,0.000159,2.519987,4.996685,0.001821,1.203840,-0.092043,0.000001,0.000001,0.000000,3.091089,6.064000
3.372145,0.084294,10.312866,-2.949134,6.077913,4379.000000,0.000159,2.519542,4.996686,0.001820,1.204402,-0.092136,0.000001,0.000001,0.000001,3.090448,6.077900
3.372295,0.084256,10.328116,-2.950613,6.091794,4389.000000,0.000159,2.521084,4.996687,0.001820,1.201111,-0.090302,0.000001,0.000001,0.000002,3.090781,6.091800
3.372445,0.084218,10.343283,-2.952077,6.105674,4399.000000,0.000158,2.522330,4.996686,0.001819,1.201398,-0.089866,0.000001,0.000001,-0.000001,3.090537,6.105700
3.372594,0.084181,10.358433,-2.953539,6.119553,4409.000000,0.000158,2.520559,4.996687,0.001819,1.201473,-0.089449,0.000001,0.000001,0.000000,3.090025,6.119500
3.372743,0.084144,10.373476,-2.954981,6.133432,4419.000000,0.000158,2.522537,4.996686,0.001817,1.203775,-0.088728,0.000001,0.000001,0.000001,3.089419,6.133400
3.372892,0.084107,10.388503,-2.956422,6.147313,4429.000000,0.000157,2.522214,4.996687,0.001816,1.209264,-0.090447,0.000001,0.000001,0.000000,3.088453,6.147300
3.373040,0.084070,10.403400,-2.957837,6.161192,4439.000000,0.000157,2.521663,4.996686,0.001814,1.215669,-0.089333,0.000001,0.000001,0.000000,3.087310,6.161200
3.373188,0.084034,10.418289,-2.959253,6.175071,4449.000000,0.000157,2.522172,4.996686,0.001814,1.215760,-0.092108,0.000001,0.000001,0.000001,3.087514,6.175100
3.373336,0.083998,10.432994,-2.960633,6.188950,4459.000000,0.000156,2.523015,4.996685,0.001814,1.214127,-0.092212,0.000001,0.000001,-0.000001,3.087552,6.188900
3.373484,0.083961,10.447691,-2.962014,6.202831,4469.000000,0.000156,2.522822,4.996686,0.001813,1.218046,-0.092620,0.000001,0.000001,0.000000,3.086947,6.202800
3.373631,0.083925,10.462319,-2.963382,6.216711,4479.000000,0.000156,2.523149,4.996687,0.001812,1.221994,-0.089789,0.000001,0.000001,0.000000,3.086514,6.216700
3.373778,0.083890,10.476915,-2.964745,6.230590,4489.000000,0.000155,2.524817,4.996686,0.001812,1.220881,-0.088501,0.000001,0.000001,0.000000,3.086163,6.230600
3.373925,0.083854,10.491419,-2.966092,6.244470,4499.000000,0.000155,2.525969,4.996686,0.001810,1.224969,-0.089064,0.000001,0.000001,0.000000,3.085291,6.244500
3.374071,0.083819,10.505869,-2.967429,6.258348,4509.000000,0.000155,2.524254,4.996685,0.001809,1.226921,-0.087295,0.000001,0.000001,0.000000,3.084613,6.258300
3.374217,0.083783,10.520226,-2.968750,6.272226,4519.000000,0.000154,2.525009,4.996684,0.001808,1.226977,-0.086511,0.000001,0.000001,0.000001,3.084234,6.272200
3.374363,0.083748,10.534552,-2.970066,6.286106,4529.000000,0.000154,2.525935,4.996684,0.001807,1.229394,-0.088071,0.000001,0.000001,0.000000,3.083713,6.286100
3.374509,0.083713,10.548824,-2.971373,6.299986,4539.000000,0.000154,2.526614,4.996684,0.001806,1.235000,-0.088092,0.000001,0.000001,0.000000,3.082734,6.300000
3.374654,0.083678,10.563026,-2.972668,6.313863,4549.000000,0.000154,2.525509,4.996682,0.001806,1.231454,-0.087175,0.000001,0.000001,0.000000,3.082910,6.313900
3.374799,0.083644,10.577167,-2.973953,6.327744,4559.000000,0.000153,2.526181,4.996683,0.001805,1.230368,-0.089290,0.000001,0.000001,0.000001,3.082522,6.327700
3.374916,0.083597,10.595241,-2.975850,6.338847,4567.000000,,2.526311,4.996683,0.001804,1.236774,-0.089031,0.000001,0.000001,,3.081570,6.339900
3.375026,0.083539,10.619353,-2.979026,6.352725,4577.000000,,2.524637,4.996681,0.001803,1.237866,-0.087696,0.000001,0.000001,,3.081218,6.353800
3.375150,0.083489,10.639853,-2.981553,6.366603,4587.000000,,2.522979,4.996679,0.001802,1.239033,-0.085740,0.000001,0.000001,,3.080804,6.367700
3.375280,0.083445,10.658284,-2.983686,6.380480,4597.000000,,2.521306,4.996678,0.001801,1.240900,-0.084630,0.000001,0.000001,,3.080130,6.381600
3.375414,0.083404,10.675322,-2.985549,6.394360,4607.000000,,2.519617,4.996678,0.001800,1.237981,-0.083740,0.000001,0.000001,,3.079940,6.395400
3.375550,0.083365,10.691413,-2.987227,6.408238,4617.000000,,2.517914,4.996677,0.001799,1.244358,-0.083024,0.000001,0.000001,,3.078777,6.409300
3.375688,0.083328,10.706786,-2.988762,6.422121,4627.000000,,2.516196,4.996679,0.001799,1.243994,-0.082504,0.000001,0.000001,,3.078759,6.423200
3.375828,0.083292,10.721598,-2.990187,6.436000,4637.000000,,2.514464,4.996679,0.001797,1.248185,-0.082729,0.000001,0.000001,,3.077970,6.437100
3.375968,0.083257,10.735995,-2.991530,6.449882,4647.000000,,2.515296,4.996681,0.001797,1.248216,-0.084309,0.000001,0.000001,,3.077624,6.451000
3.376108,0.083223,10.749997,-2.992795,6.463761,4657.000000,,2.521971,4.996680,0.001797,1.242471,-0.086112,0.000001,0.000001,,3.078122,6.464900
3.376250,0.083190,10.763699,-2.994001,6.477642,4667.000000,,2.524189,4.996681,0.001796,1.246033,-0.086792,0.000001,0.000001,,3.077269,6.478700
3.376391,0.083157,10.777232,-2.995176,6.491520,4677.000000,,2.524215,4.996680,0.001795,1.248579,-0.086150,0.000001,0.000001,,3.076691,6.492600
3.376532,0.083125,10.790557,-2.996310,6.505401,4687.000000,,2.527886,4.996681,0.001793,1.252146,-0.087589,0.000001,0.000001,,3.075966,6.506500
3.376673,0.083092,10.803726,-2.997416,6.519280,4697.000000,,2.531391,4.996680,0.001792,1.257262,-0.086343,0.000001,0.000001,,3.074983,6.520400
3.376815,0.083061,10.816695,-2.998482,6.533160,4707.000000,,2.532310,4.996680,0.001791,1.261803,-0.086288,0.000001,0.000001,,3.074309,6.534300
