voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,capacity
3.296412,0.103415,3.897230,-2.053616,2.163803,1559.000000,0.000412,2.872500,4.996595,0.002013,1.161861,-0.180588,0.000001,0.000001,0.000002,3.184626,2.163800
3.296976,0.103325,3.925308,-2.058224,2.177683,1569.000000,0.000410,2.869787,4.996596,0.002013,1.160645,-0.187257,0.000001,0.000001,0.000002,3.184939,2.177700
3.297536,0.103236,3.953174,-2.062767,2.191563,1579.000000,0.000407,2.869358,4.996597,0.002009,1.165271,-0.188083,0.000001,0.000001,-0.000001,3.183340,2.191600
3.298092,0.103148,3.980820,-2.067244,2.205441,1589.000000,0.000405,2.869876,4.996595,0.002006,1.170645,-0.187569,0.000001,0.000001,0.000001,3.181531,2.205500
3.298645,0.103061,4.008332,-2.071684,2.219321,1599.000000,0.000403,2.868724,4.996596,0.002004,1.171476,-0.188556,0.000001,0.000001,0.000002,3.180635,2.219400
3.299193,0.102974,4.035685,-2.076080,2.233201,1609.000000,0.000401,2.867380,4.996596,0.002000,1.174650,-0.189070,0.000001,0.000001,0.000002,3.179175,2.233200
3.299738,0.102888,4.062878,-2.080429,2.247082,1619.000000,0.000398,2.864554,4.996600,0.001999,1.181343,-0.185678,0.000001,0.000001,0.000001,3.178280,2.247100
3.300278,0.102803,4.089973,-2.084755,2.260961,1629.000000,0.000396,2.865762,4.996598,0.001994,1.199064,-0.183985,0.000001,0.000001,0.000001,3.175617,2.261000
3.300814,0.102717,4.116936,-2.089046,2.274843,1639.000000,0.000394,2.861992,4.996605,0.001992,1.196259,-0.188299,0.000001,0.000001,0.000001,3.175498,2.274900
3.301347,0.102632,4.143792,-2.093309,2.288723,1649.000000,0.000392,2.860733,4.996605,0.001988,1.206658,-0.189028,0.000001,0.000001,0.000003,3.173199,2.288800
3.301876,0.102548,4.170497,-2.097531,2.302602,1659.000000,0.000390,2.859181,4.996603,0.001984,1.220290,-0.186932,0.000001,0.000001,-0.000001,3.170170,2.302600
3.302400,0.102464,4.197115,-2.101732,2.316483,1669.000000,0.000388,2.858890,4.996607,0.001981,1.222919,-0.191429,0.000001,0.000001,0.000001,3.168707,2.316500
3.302922,0.102380,4.223597,-2.105897,2.330364,1679.000000,0.000386,2.858764,4.996610,0.001978,1.225017,-0.192916,0.000001,0.000001,0.000001,3.168196,2.330400
3.303438,0.102296,4.250028,-2.110053,2.344243,1689.000000,0.000384,2.856615,4.996611,0.001975,1.235171,-0.192606,0.000001,0.000001,0.000003,3.165854,2.344300
3.303951,0.102213,4.276408,-2.114200,2.358121,1699.000000,0.000382,2.853105,4.996606,0.001973,1.230357,-0.190157,0.000001,0.000001,0.000003,3.165845,2.358200
3.304461,0.102130,4.302623,-2.118302,2.372001,1709.000000,0.000380,2.853801,4.996609,0.001969,1.240830,-0.193177,0.000001,0.000001,0.000002,3.163429,2.372000
3.304966,0.102047,4.328823,-2.122406,2.385881,1719.000000,0.000378,2.849341,4.996610,0.001966,1.247849,-0.192232,0.000001,0.000001,0.000001,3.162202,2.385900
3.305468,0.101964,4.354910,-2.126481,2.399764,1729.000000,0.000376,2.849808,4.996618,0.001967,1.242472,-0.190516,0.000001,0.000001,0.000002,3.163149,2.399800
3.305966,0.101881,4.380917,-2.130537,2.413646,1739.000000,0.000374,2.848665,4.996621,0.001966,1.245980,-0.186878,0.000001,0.000001,-0.000001,3.162146,2.413700
3.306460,0.101799,4.406840,-2.134574,2.427523,1749.000000,0.000372,2.849069,4.996617,0.001964,1.247093,-0.184297,0.000001,0.000001,0.000002,3.160810,2.427500
3.306951,0.101716,4.432726,-2.138605,2.441403,1759.000000,0.000370,2.847463,4.996617,0.001961,1.251904,-0.183921,0.000001,0.000001,0.000002,3.159414,2.441400
3.307437,0.101634,4.458574,-2.142631,2.455285,1769.000000,0.000368,2.844140,4.996625,0.001961,1.246169,-0.185401,0.000001,0.000001,0.000004,3.160311,2.455300
3.307920,0.101551,4.484365,-2.146646,2.469166,1779.000000,0.000366,2.842021,4.996626,0.001960,1.241286,-0.185753,0.000001,0.000001,0.000000,3.160361,2.469200
3.308399,0.101469,4.510099,-2.150648,2.483048,1789.000000,0.000364,2.839902,4.996630,0.001958,1.242320,-0.184582,0.000001,0.000001,0.000000,3.159395,2.483100
3.308875,0.101386,4.535814,-2.154650,2.496927,1799.000000,0.000362,2.837149,4.996630,0.001956,1.240747,-0.182965,0.000001,0.000001,0.000003,3.158093,2.497000
3.309346,0.101304,4.561561,-2.158669,2.510807,1809.000000,0.000360,2.833559,4.996632,0.001955,1.241232,-0.182522,0.000001,0.000001,0.000002,3.157430,2.510800
3.309814,0.101221,4.587230,-2.162667,2.524687,1819.000000,0.000359,2.831863,4.996631,0.001953,1.235728,-0.179199,0.000001,0.000001,0.000002,3.156761,2.524700
3.310279,0.101138,4.612835,-2.166651,2.538565,1829.000000,0.000357,2.830189,4.996629,0.001952,1.231858,-0.179671,0.000001,0.000001,0.000001,3.155799,2.538600
3.310740,0.101056,4.638413,-2.170631,2.552448,1839.000000,0.000355,2.828308,4.996635,0.001951,1.231399,-0.183579,0.000001,0.000001,0.000000,3.155119,2.552500
3.311197,0.100973,4.664018,-2.174624,2.566328,1849.000000,0.000353,2.824516,4.996636,0.001948,1.238629,-0.183065,0.000001,0.000001,0.000002,3.153627,2.566400
3.311651,0.100890,4.689585,-2.178610,2.580210,1859.000000,0.000352,2.823954,4.996642,0.001947,1.238183,-0.183541,0.000001,0.000001,0.000003,3.152928,2.580200
3.312101,0.100807,4.715160,-2.182602,2.594091,1869.000000,0.000350,2.818196,4.996643,0.001945,1.238416,-0.183166,0.000001,0.000001,0.000002,3.152059,2.594100
3.312548,0.100724,4.740724,-2.186594,2.607971,1879.000000,0.000348,2.814977,4.996645,0.001944,1.230439,-0.183879,0.000001,0.000001,0.000000,3.151761,2.608000
3.312991,0.100641,4.766238,-2.190575,2.621850,1889.000000,0.000346,2.812996,4.996644,0.001940,1.241938,-0.183221,0.000001,0.000001,0.000001,3.149260,2.621900
3.313431,0.100558,4.791693,-2.194540,2.635729,1899.000000,0.000345,2.810132,4.996644,0.001937,1.252303,-0.182870,0.000001,0.000001,0.000002,3.147024,2.635700
3.313868,0.100475,4.817164,-2.198514,2.649607,1909.000000,0.000343,2.806515,4.996638,0.001937,1.236652,-0.179495,0.000001,0.000001,0.000000,3.147640,2.649600
3.314301,0.100392,4.842650,-2.202495,2.663486,1919.000000,0.000341,2.803737,4.996639,0.001933,1.251257,-0.181069,0.000001,0.000001,0.000002,3.145175,2.663500
3.314731,0.100308,4.868179,-2.206492,2.677365,1929.000000,0.000340,2.801059,4.996637,0.001932,1.265613,-0.189121,0.000001,0.000001,0.000001,3.144101,2.677400
3.315157,0.100224,4.893689,-2.210484,2.691246,1939.000000,0.000338,2.796277,4.996641,0.001931,1.264506,-0.188664,0.000001,0.000001,0.000000,3.143393,2.691300
3.315581,0.100141,4.919147,-2.214464,2.705127,1949.000000,0.000336,2.793882,4.996643,0.001930,1.264052,-0.189469,0.000001,0.000001,0.000001,3.142726,2.705100
3.316001,0.100057,4.944620,-2.218449,2.719006,1959.000000,0.000335,2.791684,4.996642,0.001929,1.253852,-0.187286,0.000001,0.000001,0.000000,3.142751,2.719000
3.316418,0.099973,4.970108,-2.222441,2.732885,1969.000000,0.000333,2.787535,4.996641,0.001929,1.253682,-0.191452,0.000001,0.000001,-0.000001,3.142722,2.732900
3.316832,0.099890,4.995524,-2.226412,2.746767,1979.000000,0.000331,2.784156,4.996644,0.001929,1.251770,-0.190211,0.000001,0.000001,0.000001,3.143082,2.746800
3.317243,0.099806,5.020982,-2.230398,2.760648,1989.000000,0.000330,2.781354,4.996647,0.001925,1.262003,-0.193244,0.000001,0.000001,0.000000,3.141164,2.760700
3.317650,0.099722,5.046412,-2.234376,2.774526,1999.000000,0.000328,2.778136,4.996646,0.001930,1.273594,-0.186093,0.000001,0.000001,0.000000,3.142464,2.774500
3.318054,0.099638,5.071956,-2.238388,2.788407,2009.000000,0.000327,2.772235,4.996647,0.001927,1.282913,-0.187626,0.000001,0.000001,0.000000,3.140658,2.788400
3.318456,0.099554,5.097452,-2.242387,2.802287,2019.000000,0.000325,2.769109,4.996649,0.001925,1.287967,-0.187778,0.000001,0.000001,0.000000,3.139502,2.802300
3.318853,0.099469,5.122999,-2.246401,2.816167,2029.000000,0.000324,2.765882,4.996649,0.001923,1.284396,-0.189545,0.000001,0.000001,0.000001,3.138832,2.816200
3.319249,0.099385,5.148466,-2.250391,2.830050,2039.000000,0.000322,2.764079,4.996655,0.001922,1.284371,-0.192219,0.000001,0.000001,0.000000,3.138016,2.830100
3.319641,0.099300,5.173973,-2.254393,2.843927,2049.000000,0.000321,2.759486,4.996650,0.001921,1.285571,-0.190578,0.000001,0.000001,-0.000001,3.137190,2.843900
3.320031,0.099216,5.199457,-2.258389,2.857806,2059.000000,0.000319,2.756502,4.996649,0.001919,1.286697,-0.190246,0.000001,0.000001,0.000001,3.136327,2.857800
3.320417,0.099131,5.224986,-2.262397,2.871686,2069.000000,0.000318,2.753007,4.996650,0.001916,1.296409,-0.191828,0.000001,0.000001,0.000000,3.134346,2.871700
3.320801,0.099046,5.250594,-2.266427,2.885567,2079.000000,0.000316,2.750030,4.996653,0.001914,1.297512,-0.195125,0.000001,0.000001,0.000002,3.133918,2.885600
3.321181,0.098961,5.276184,-2.270451,2.899448,2089.000000,0.000315,2.745799,4.996654,0.001912,1.300055,-0.195829,0.000001,0.000001,0.000000,3.132784,2.899500
3.321559,0.098876,5.301804,-2.274483,2.913327,2099.000000,0.000314,2.741454,4.996653,0.001911,1.295928,-0.195434,0.000001,0.000001,-0.000001,3.132413,2.913300
3.321933,0.098791,5.327426,-2.278513,2.927208,2109.000000,0.000312,2.738433,4.996656,0.001915,1.286125,-0.191339,0.000001,0.000001,-0.000002,3.134858,2.927200
3.322305,0.098706,5.353069,-2.282549,2.941088,2119.000000,0.000311,2.734825,4.996657,0.001914,1.281485,-0.190402,0.000001,0.000001,0.000001,3.134718,2.941100
3.322675,0.098621,5.378688,-2.286576,2.954967,2129.000000,0.000309,2.732284,4.996655,0.001916,1.259253,-0.189553,0.000001,0.000001,0.000001,3.137050,2.955000
3.323041,0.098535,5.404325,-2.290607,2.968848,2139.000000,0.000308,2.728900,4.996660,0.001916,1.257347,-0.190085,0.000001,0.000001,0.000004,3.136873,2.968900
3.323405,0.098450,5.429980,-2.294641,2.982729,2149.000000,0.000307,2.723850,4.996661,0.001915,1.253836,-0.192255,0.000001,0.000001,0.000000,3.136504,2.982700
3.323767,0.098365,5.455623,-2.298670,2.996609,2159.000000,0.000305,2.721677,4.996661,0.001912,1.261634,-0.192647,0.000001,0.000001,0.000001,3.134995,2.996600
3.324126,0.098279,5.481280,-2.302700,3.010491,2169.000000,0.000304,2.716742,4.996665,0.001912,1.252521,-0.192447,0.000001,0.000001,0.000000,3.135410,3.010500
3.324482,0.098194,5.506995,-2.306745,3.024370,2179.000000,0.000303,2.714389,4.996664,0.001909,1.260097,-0.191727,0.000001,0.000001,0.000002,3.133689,3.024400
3.324835,0.098108,5.532707,-2.310787,3.038249,2189.000000,0.000301,2.711763,4.996663,0.001907,1.258140,-0.190385,0.000001,0.000001,0.000002,3.132786,3.038300
3.325187,0.098023,5.558358,-2.314809,3.052128,2199.000000,0.000300,2.708860,4.996662,0.001905,1.263443,-0.189136,0.000001,0.000001,0.000000,3.131274,3.052100
3.325536,0.097938,5.584034,-2.318837,3.066009,2209.000000,0.000299,2.706721,4.996665,0.001903,1.265566,-0.190341,0.000001,0.000001,0.000000,3.130422,3.066000
3.325882,0.097853,5.609720,-2.322864,3.079889,2219.000000,0.000297,2.702394,4.996665,0.001900,1.271900,-0.190291,0.000001,0.000001,0.000001,3.128854,3.079900
3.326226,0.097768,5.635377,-2.326881,3.093769,2229.000000,0.000296,2.700735,4.996666,0.001899,1.273662,-0.192115,0.000001,0.000001,0.000001,3.128415,3.093800
3.326568,0.097683,5.661063,-2.330903,3.107650,2239.000000,0.000295,2.696576,4.996668,0.001897,1.276389,-0.193864,0.000001,0.000001,-0.000001,3.127290,3.107700
3.326907,0.097597,5.686747,-2.334922,3.121528,2249.000000,0.000294,2.692012,4.996666,0.001896,1.270954,-0.189963,0.000001,0.000001,0.000000,3.127089,3.121500
3.327244,0.097512,5.712422,-2.338936,3.135409,2259.000000,0.000293,2.690183,4.996667,0.001897,1.287874,-0.177567,0.000001,0.000001,0.000000,3.127090,3.135400
3.327579,0.097427,5.738144,-2.342960,3.149287,2269.000000,0.000291,2.685246,4.996665,0.001898,1.275003,-0.179404,0.000001,0.000001,0.000000,3.128269,3.149300
3.327911,0.097342,5.763905,-2.346991,3.163167,2279.000000,0.000290,2.681015,4.996666,0.001897,1.275592,-0.178100,0.000001,0.000001,0.000000,3.127315,3.163200
3.328240,0.097257,5.789681,-2.351023,3.177045,2289.000000,0.000289,2.680615,4.996664,0.001895,1.279576,-0.175255,0.000001,0.000001,0.000001,3.125660,3.177100
3.328568,0.097171,5.815436,-2.355046,3.190925,2299.000000,0.000288,2.674911,4.996664,0.001893,1.281173,-0.176080,0.000001,0.000001,0.000002,3.124482,3.190900
3.328893,0.097086,5.841176,-2.359062,3.204805,2309.000000,0.000286,2.672698,4.996664,0.001890,1.284583,-0.176155,0.000001,0.000001,0.000001,3.123426,3.204800
3.329217,0.097002,5.866887,-2.363067,3.218686,2319.000000,0.000285,2.669431,4.996667,0.001889,1.282235,-0.178287,0.000001,0.000001,0.000001,3.123254,3.218700
3.329538,0.096917,5.892609,-2.367072,3.232567,2329.000000,0.000284,2.665529,4.996669,0.001889,1.275735,-0.178055,0.000001,0.000001,0.000001,3.123529,3.232600
3.329857,0.096832,5.918329,-2.371073,3.246447,2339.000000,0.000283,2.662809,4.996669,0.001889,1.272610,-0.180907,0.000001,0.000001,0.000002,3.123759,3.246500
3.330174,0.096748,5.944044,-2.375069,3.260328,2349.000000,0.000282,2.661519,4.996671,0.001887,1.275373,-0.180970,0.000001,0.000001,0.000002,3.122682,3.260300
3.330489,0.096663,5.969740,-2.379057,3.274209,2359.000000,0.000281,2.657453,4.996674,0.001887,1.270829,-0.180650,0.000001,0.000001,0.000001,3.122574,3.274200
3.330802,0.096579,5.995445,-2.383044,3.288088,2369.000000,0.000280,2.654216,4.996671,0.001890,1.272655,-0.190642,0.000001,0.000001,-0.000003,3.123905,3.288100
3.331113,0.096494,6.021164,-2.387031,3.301966,2379.000000,0.000279,2.651198,4.996670,0.001887,1.281194,-0.189690,0.000001,0.000001,0.000000,3.122638,3.302000
3.331422,0.096410,6.046855,-2.391007,3.315845,2389.000000,0.000277,2.649228,4.996668,0.001887,1.275630,-0.190672,0.000001,0.000001,0.000000,3.122629,3.315800
3.331729,0.096326,6.072558,-2.394983,3.329725,2399.000000,0.000276,2.645207,4.996669,0.001886,1.272635,-0.189394,0.000001,0.000001,0.000000,3.122524,3.329700
3.332034,0.096242,6.098316,-2.398970,3.343606,2409.000000,0.000275,2.639634,4.996672,0.001884,1.274758,-0.191960,0.000001,0.000001,0.000002,3.121672,3.343600
3.332337,0.096158,6.124021,-2.402939,3.357485,2419.000000,0.000274,2.639628,4.996670,0.001883,1.277337,-0.191383,0.000001,0.000001,-0.000001,3.120812,3.357500
3.332638,0.096074,6.149723,-2.406904,3.371364,2429.000000,0.000273,2.636667,4.996669,0.001881,1.275271,-0.190406,0.000001,0.000001,0.000000,3.120494,3.371400
3.332937,0.095991,6.175364,-2.410849,3.385245,2439.000000,0.000272,2.637838,4.996672,0.001882,1.269189,-0.189774,0.000001,0.000001,0.000001,3.121153,3.385200
3.333235,0.095907,6.201063,-2.414806,3.399123,2449.000000,0.000271,2.632349,4.996669,0.001881,1.265870,-0.187612,0.000001,0.000001,0.000000,3.120766,3.399100
3.333530,0.095824,6.226742,-2.418753,3.413002,2459.000000,0.000270,2.629261,4.996669,0.001878,1.271568,-0.187789,0.000001,0.000001,0.000001,3.119411,3.413000
3.333824,0.095740,6.252393,-2.422690,3.426883,2469.000000,0.000269,2.626285,4.996669,0.001875,1.283445,-0.188675,0.000001,0.000001,0.000000,3.117459,3.426900
3.334116,0.095658,6.277995,-2.426611,3.440760,2479.000000,0.000268,2.626348,4.996666,0.001873,1.287177,-0.185387,0.000001,0.000001,0.000001,3.116209,3.440800
3.334407,0.095575,6.303596,-2.430528,3.454641,2489.000000,0.000267,2.620929,4.996668,0.001871,1.291501,-0.185098,0.000001,0.000001,0.000000,3.115048,3.454600
3.334695,0.095492,6.329237,-2.434452,3.468520,2499.000000,0.000266,2.618463,4.996667,0.001870,1.295508,-0.187977,0.000001,0.000001,0.000000,3.114135,3.468500
3.334982,0.095409,6.354819,-2.438356,3.482400,2509.000000,0.000265,2.617472,4.996668,0.001868,1.296141,-0.187844,0.000001,0.000001,0.000000,3.113473,3.482400
3.335267,0.095327,6.380371,-2.442250,3.496281,2519.000000,0.000264,2.616214,4.996670,0.001866,1.305052,-0.189632,0.000001,0.000001,0.000001,3.111737,3.496300
3.335551,0.095245,6.405926,-2.446141,3.510161,2529.000000,0.000263,2.614649,4.996671,0.001866,1.309731,-0.183606,0.000001,0.000001,0.000001,3.111826,3.510200
3.335833,0.095163,6.431456,-2.450021,3.524039,2539.000000,0.000262,2.609333,4.996668,0.001869,1.310876,-0.191562,0.000001,0.000001,0.000001,3.112822,3.524000
3.336113,0.095081,6.456974,-2.453895,3.537918,2549.000000,0.000261,2.607851,4.996667,0.001866,1.320219,-0.190039,0.000001,0.000001,0.000001,3.111313,3.537900
3.336392,0.095000,6.482473,-2.457760,3.551795,2559.000000,0.000260,2.606784,4.996664,0.001865,1.314048,-0.187520,0.000001,0.000001,0.000002,3.111517,3.551800
3.336669,0.094918,6.507958,-2.461619,3.565674,2569.000000,0.000259,2.603530,4.996662,0.001864,1.313006,-0.185951,0.000001,0.000001,0.000002,3.110968,3.565700
3.336944,0.094837,6.533409,-2.465465,3.579554,2579.000000,0.000258,2.603676,4.996663,0.001863,1.310163,-0.184592,0.000001,0.000001,-0.000001,3.110462,3.579600
3.337218,0.094756,6.558873,-2.469311,3.593435,2589.000000,0.000257,2.599984,4.996665,0.001861,1.310922,-0.186833,0.000001,0.000001,0.000001,3.109760,3.593400
3.337490,0.094675,6.584323,-2.473149,3.607317,2599.000000,0.000256,2.600071,4.996668,0.001860,1.310164,-0.187913,0.000001,0.000001,0.000001,3.109131,3.607300
3.337761,0.094594,6.609784,-2.476987,3.621197,2609.000000,0.000255,2.594900,4.996668,0.001859,1.309164,-0.188978,0.000001,0.000001,-0.000001,3.108707,3.621200
3.338030,0.094513,6.635181,-2.480805,3.635076,2619.000000,0.000254,2.592391,4.996669,0.001857,1.314381,-0.188823,0.000001,0.000001,0.000001,3.107234,3.635100
3.338298,0.094433,6.660527,-2.484607,3.648956,2629.000000,0.000253,2.595547,4.996669,0.001854,1.322297,-0.188606,0.000001,0.000001,0.000000,3.105838,3.649000
3.338564,0.094353,6.685862,-2.488402,3.662838,2639.000000,0.000253,2.592937,4.996672,0.001855,1.326076,-0.182759,0.000001,0.000001,0.000002,3.106062,3.662800
3.338830,0.094273,6.711153,-2.492184,3.676716,2649.000000,0.000252,2.587894,4.996670,0.001853,1.329215,-0.181185,0.000001,0.000001,0.000001,3.105122,3.676700
3.339093,0.094194,6.736453,-2.495964,3.690596,2659.000000,0.000251,2.585795,4.996670,0.001851,1.335871,-0.181557,0.000001,0.000001,0.000001,3.103688,3.690600
3.339355,0.094114,6.761700,-2.499727,3.704477,2669.000000,0.000250,2.582020,4.996671,0.001850,1.331067,-0.181733,0.000001,0.000001,-0.000001,3.103680,3.704500
3.339616,0.094035,6.786942,-2.503486,3.718355,2679.000000,0.000249,2.581944,4.996670,0.001849,1.331014,-0.179240,0.000001,0.000001,0.000001,3.102864,3.718400
3.339875,0.093956,6.812164,-2.507236,3.732234,2689.000000,0.000248,2.578843,4.996669,0.001847,1.338802,-0.178583,0.000001,0.000001,0.000002,3.101351,3.732200
3.340133,0.093877,6.837352,-2.510975,3.746113,2699.000000,0.000247,2.579189,4.996668,0.001847,1.335433,-0.180840,0.000001,0.000001,-0.000001,3.101583,3.746100
3.340390,0.093799,6.862527,-2.514706,3.759994,2709.000000,0.000246,2.576138,4.996670,0.001846,1.336942,-0.179843,0.000001,0.000001,0.000003,3.101110,3.760000
3.340645,0.093720,6.887660,-2.518425,3.773876,2719.000000,0.000246,2.578786,4.996673,0.001845,1.337849,-0.181466,0.000001,0.000001,0.000001,3.100542,3.773900
3.340899,0.093642,6.912751,-2.522130,3.787755,2729.000000,0.000245,2.573875,4.996672,0.001843,1.345231,-0.180980,0.000001,0.000001,0.000001,3.099030,3.787800
3.341151,0.093564,6.937827,-2.525827,3.801636,2739.000000,0.000244,2.571988,4.996673,0.001841,1.350363,-0.179635,0.000001,0.000001,0.000000,3.098290,3.801600
3.341403,0.093487,6.962840,-2.529506,3.815516,2749.000000,0.000243,2.574229,4.996675,0.001839,1.353798,-0.181054,0.000001,0.000001,0.000002,3.097057,3.815500
3.341653,0.093410,6.987795,-2.533169,3.829397,2759.000000,0.000242,2.571353,4.996676,0.001837,1.360784,-0.182135,0.000001,0.000001,0.000001,3.095721,3.829400
3.341903,0.093333,7.012721,-2.536820,3.843277,2769.000000,0.000241,2.567726,4.996676,0.001836,1.359070,-0.179249,0.000001,0.000001,0.000000,3.095056,3.843300
3.342150,0.093256,7.037631,-2.540465,3.857156,2779.000000,0.000241,2.565061,4.996675,0.001834,1.369952,-0.178253,0.000001,0.000001,0.000000,3.093310,3.857200
3.342397,0.093179,7.062544,-2.544107,3.871034,2789.000000,0.000240,2.562434,4.996673,0.001831,1.376088,-0.176070,0.000001,0.000001,0.000000,3.092006,3.871000
3.342642,0.093103,7.087371,-2.547726,3.884916,2799.000000,0.000239,2.564017,4.996676,0.001829,1.380638,-0.179661,0.000001,0.000001,0.000001,3.091189,3.884900
3.342886,0.093027,7.112180,-2.551337,3.898795,2809.000000,0.000238,2.561578,4.996676,0.001828,1.381974,-0.181475,0.000001,0.000001,0.000000,3.090588,3.898800
3.343129,0.092951,7.136957,-2.554938,3.912674,2819.000000,0.000237,2.559045,4.996675,0.001828,1.376584,-0.180210,0.000001,0.000001,0.000000,3.090565,3.912700
3.343371,0.092876,7.161634,-2.558511,3.926556,2829.000000,0.000237,2.561938,4.996678,0.001828,1.375832,-0.177833,0.000001,0.000001,0.000002,3.090462,3.926600
3.343612,0.092801,7.186298,-2.562079,3.940438,2839.000000,0.000236,2.559134,4.996680,0.001827,1.378428,-0.176689,0.000001,0.000001,0.000000,3.089962,3.940400
3.343852,0.092726,7.210958,-2.565642,3.954318,2849.000000,0.000235,2.556503,4.996681,0.001826,1.379673,-0.177056,0.000001,0.000001,0.000001,3.089243,3.954300
3.344090,0.092651,7.235590,-2.569196,3.968199,2859.000000,0.000234,2.553855,4.996683,0.001828,1.365274,-0.173555,0.000001,0.000001,0.000002,3.090843,3.968200
3.344327,0.092576,7.260169,-2.572735,3.982081,2869.000000,0.000234,2.552187,4.996686,0.001829,1.362797,-0.170367,0.000001,0.000001,0.000003,3.091270,3.982100
3.344564,0.092502,7.284714,-2.576262,3.995961,2879.000000,0.000233,2.550473,4.996687,0.001827,1.367667,-0.170600,0.000001,0.000001,0.000001,3.089495,3.996000
3.344799,0.092428,7.309251,-2.579785,4.009841,2889.000000,0.000232,2.550660,4.996687,0.001826,1.369802,-0.170033,0.000001,0.000001,0.000000,3.088561,4.009800
3.345032,0.092354,7.333734,-2.583292,4.023720,2899.000000,0.000231,2.551416,4.996686,0.001824,1.368959,-0.170301,0.000001,0.000001,0.000001,3.087986,4.023700
3.345265,0.092281,7.358160,-2.586784,4.037600,2909.000000,0.000230,2.549124,4.996686,0.001824,1.365331,-0.168839,0.000001,0.000001,0.000000,3.088326,4.037600
3.345497,0.092207,7.382531,-2.590259,4.051480,2919.000000,0.000230,2.552259,4.996686,0.001823,1.364062,-0.168911,0.000001,0.000001,0.000001,3.087852,4.051500
3.345728,0.092134,7.406853,-2.593720,4.065358,2929.000000,0.000229,2.551400,4.996684,0.001822,1.365367,-0.169060,0.000001,0.000001,0.000000,3.087103,4.065300
3.345958,0.092062,7.431179,-2.597180,4.079238,2939.000000,0.000228,2.550149,4.996684,0.001822,1.356822,-0.166199,0.000001,0.000001,0.000001,3.087569,4.079200
3.346187,0.091989,7.455387,-2.600609,4.093117,2949.000000,0.000228,2.546775,4.996684,0.001821,1.359351,-0.164309,0.000001,0.000001,0.000000,3.086708,4.093100
3.346415,0.091917,7.479559,-2.604027,4.106998,2959.000000,0.000227,2.548170,4.996685,0.001821,1.357847,-0.161630,0.000001,0.000001,-0.000001,3.086800,4.107000
3.346642,0.091846,7.503659,-2.607427,4.120880,2969.000000,0.000226,2.545245,4.996688,0.001820,1.358195,-0.163114,0.000001,0.000001,0.000000,3.086559,4.120900
3.346868,0.091774,7.527750,-2.610821,4.134758,2979.000000,0.000226,2.544642,4.996686,0.001819,1.354118,-0.161377,0.000001,0.000001,0.000001,3.086328,4.134700
3.347093,0.091703,7.551818,-2.614208,4.148635,2989.000000,0.000225,2.543042,4.996683,0.001818,1.356059,-0.160147,0.000001,0.000001,0.000001,3.085591,4.148600
3.347317,0.091632,7.575792,-2.617570,4.162515,2999.000000,0.000224,2.543094,4.996683,0.001817,1.352121,-0.159154,0.000001,0.000001,-0.000001,3.085278,4.162500
3.347541,0.091561,7.599709,-2.620917,4.176393,3009.000000,0.000223,2.540807,4.996682,0.001818,1.350721,-0.161540,0.000001,0.000001,0.000000,3.085456,4.176400
3.347763,0.091491,7.623566,-2.624248,4.190274,3019.000000,0.000223,2.540656,4.996683,0.001817,1.349845,-0.163940,0.000001,0.000001,0.000000,3.084977,4.190300
3.347985,0.091421,7.647379,-2.627567,4.204155,3029.000000,0.000222,2.540868,4.996684,0.001815,1.355910,-0.164701,0.000001,0.000001,0.000000,3.083836,4.204100
3.348205,0.091351,7.671111,-2.630864,4.218034,3039.000000,0.000221,2.540380,4.996684,0.001814,1.353050,-0.164331,0.000001,0.000001,0.000000,3.083700,4.218000
3.348425,0.091282,7.694846,-2.634160,4.231913,3049.000000,0.000221,2.537732,4.996683,0.001814,1.347047,-0.164418,0.000001,0.000001,-0.000001,3.083782,4.231900
3.348644,0.091212,7.718528,-2.637442,4.245793,3059.000000,0.000220,2.535749,4.996684,0.001814,1.338122,-0.163721,0.000001,0.000001,0.000002,3.084296,4.245800
3.348861,0.091143,7.742198,-2.640719,4.259672,3069.000000,0.000219,2.536826,4.996682,0.001815,1.333627,-0.167297,0.000001,0.000001,-0.000002,3.084519,4.259700
3.349078,0.091074,7.765774,-2.643972,4.273551,3079.000000,0.000219,2.536213,4.996682,0.001813,1.337264,-0.166435,0.000001,0.000001,0.000001,3.083871,4.273500
3.349294,0.091006,7.789295,-2.647210,4.287432,3089.000000,0.000218,2.539289,4.996683,0.001813,1.335929,-0.165231,0.000001,0.000001,0.000001,3.083543,4.287400
3.349510,0.090938,7.812742,-2.650430,4.301314,3099.000000,0.000217,2.537436,4.996685,0.001817,1.323287,-0.156828,0.000001,0.000001,-0.000001,3.086138,4.301300
3.349724,0.090870,7.836128,-2.653634,4.315193,3109.000000,0.000217,2.537531,4.996685,0.001816,1.323951,-0.156773,0.000001,0.000001,-0.000001,3.085545,4.315200
3.349938,0.090803,7.859460,-2.656823,4.329071,3119.000000,0.000216,2.535346,4.996684,0.001815,1.324833,-0.153799,0.000001,0.000001,0.000001,3.084801,4.329100
